,Date,Lon,Lat
0,28/01/2017 0:00,137.468,-36.1
1,11/02/2017 21:02,137.468,-36.1
2,28/02/2017 12:03,137.468,-36.1
3,15/03/2017 17:58,137.468,-36.1
4,20/03/2017 18:26,137.468,-36.1
5,29/03/2017 13:30,137.468,-36.1
6,19/04/2017 12:49,137.468,-36.1
