Date,Light
11/04/2017 5:43,37211.006
11/04/2017 5:48,13954.837
11/04/2017 5:53,16280.454
11/04/2017 5:58,15117.645
11/04/2017 6:03,12792.028
11/04/2017 6:08,18606.071
11/04/2017 6:13,12792.028
11/04/2017 6:18,16280.454
11/04/2017 6:23,18606.071
11/04/2017 6:28,16280.454
11/04/2017 6:33,27908.538
11/04/2017 6:38,16280.454
11/04/2017 6:43,12792.028
11/04/2017 6:48,9303.603
11/04/2017 6:53,13954.837
11/04/2017 6:58,10466.412
11/04/2017 7:03,9303.603
11/04/2017 7:08,3634.912
11/04/2017 7:13,2617.455
11/04/2017 7:18,5815.178
11/04/2017 7:23,6105.88
11/04/2017 7:28,3198.859
11/04/2017 7:33,8722.199
11/04/2017 7:38,4216.316
11/04/2017 7:43,5815.178
11/04/2017 7:48,2617.455
11/04/2017 7:53,1672.673
11/04/2017 7:58,2617.455
11/04/2017 8:03,1018.593
11/04/2017 8:08,1818.024
11/04/2017 8:13,1599.997
11/04/2017 8:18,1054.931
11/04/2017 8:23,618.878
11/04/2017 8:28,618.878
11/04/2017 8:33,473.526
11/04/2017 8:38,278.211
11/04/2017 8:43,23.847
11/04/2017 8:48,24.982
11/04/2017 8:53,14.762
11/04/2017 8:58,1.136
11/04/2017 9:03,3.407
11/04/2017 9:08,3.407
11/04/2017 9:13,1.136
11/04/2017 9:18,1.136
11/04/2017 9:23,1.136
11/04/2017 9:28,1.136
11/04/2017 9:33,1.136
11/04/2017 9:38,1.136
11/04/2017 9:43,1.136
11/04/2017 9:48,1.136
11/04/2017 9:53,1.136
11/04/2017 9:58,1.136
11/04/2017 10:03,1.136
11/04/2017 10:08,1.136
11/04/2017 10:13,1.136
11/04/2017 10:18,1.136
11/04/2017 10:23,1.136
11/04/2017 10:28,1.136
11/04/2017 10:33,1.136
11/04/2017 10:38,1.136
11/04/2017 10:43,1.136
11/04/2017 10:48,1.136
11/04/2017 10:53,1.136
11/04/2017 10:58,1.136
11/04/2017 11:03,1.136
11/04/2017 11:08,1.136
11/04/2017 11:13,1.136
11/04/2017 11:18,1.136
11/04/2017 11:23,1.136
11/04/2017 11:28,1.136
11/04/2017 11:33,1.136
11/04/2017 11:38,1.136
11/04/2017 11:43,1.136
11/04/2017 11:48,1.136
11/04/2017 11:53,1.136
11/04/2017 11:58,1.136
11/04/2017 12:03,1.136
11/04/2017 12:08,1.136
11/04/2017 12:13,1.136
11/04/2017 12:18,1.136
11/04/2017 12:23,1.136
11/04/2017 12:28,1.136
11/04/2017 12:33,1.136
11/04/2017 12:38,1.136
11/04/2017 12:43,1.136
11/04/2017 12:48,1.136
11/04/2017 12:53,1.136
11/04/2017 12:58,1.136
11/04/2017 13:03,1.136
11/04/2017 13:08,1.136
11/04/2017 13:13,1.136
11/04/2017 13:18,1.136
11/04/2017 13:23,1.136
11/04/2017 13:28,1.136
11/04/2017 13:33,1.136
11/04/2017 13:38,1.136
11/04/2017 13:43,1.136
11/04/2017 13:48,1.136
11/04/2017 13:53,1.136
11/04/2017 13:58,1.136
11/04/2017 14:03,1.136
11/04/2017 14:08,1.136
11/04/2017 14:13,1.136
11/04/2017 14:18,1.136
11/04/2017 14:23,1.136
